people-ID,livelong,livelat,wslong,wslat
8869, 114.0361205, 22.69654898, 114.3064406, 22.77130579
9794, 114.0370273, 22.51970821, 114.0348327, 22.5262719
4370, 114.2920662, 22.60289052, 114.2994646, 22.60214537
920, 114.017922, 22.73325281, 113.9976651, 22.67571164
3717, 113.9234447, 22.53452262, 113.964386, 22.54286861
30380, 113.9299459, 22.74871131, 113.8958381, 22.78026428
4757, 113.9217899, 22.54817124, 114.3778884, 22.75466395
10662, 114.0358617, 22.54489447, 114.0744233, 22.55972382
2792, 114.1757151, 22.6364007, 114.2243676, 22.70347322
9127, 114.0562809, 22.56726053, 114.0545666, 22.56753132
5947, 114.1521987, 22.61530084, 113.89667, 22.77535293
9521, 114.1647447, 22.56349577, 114.1647452, 22.56602095
9971, 113.883369, 22.59400215, 114.2312904, 22.70918313
11444, 114.0787702, 22.53211585, 114.3292812, 22.68364859
22370, 113.8940988, 22.77962149, 113.9348751, 22.75531034
10843, 114.049334, 22.62386555, 114.0544413, 22.63532705
2233, 114.0421977, 22.61567768, 113.9885329, 22.58865681
28350, 114.0239956, 22.64331109, 114.2237726, 22.65744553
22757, 113.8257284, 22.65217284, 114.4104095, 22.63463372
2735, 114.1369357, 22.60481852, 113.972242, 22.67589127
10919, 113.8930961, 22.58007421, 113.8232585, 22.73145729
12891, 114.0211442, 22.65440316, 114.3064406, 22.77130579
9597, 114.1227205, 22.55684904, 114.07856, 22.54555986
3949, 113.9598081, 22.53710949, 113.9495485, 22.54063909
14082, 114.2376679, 22.71326216, 114.0570776, 22.52786101
4653, 114.3265685, 22.67727231, 114.2764847, 22.66745951
23194, 114.1332911, 22.5477813, 114.1273117, 22.55232136
2805, 113.8072593, 22.73892823, 114.1230322, 22.58043643
11794, 114.0499952, 22.60340822, 114.0379695, 22.61157214
23556, 114.1376337, 22.62364727, 113.9381521, 22.7278868
4478, 114.1178066, 22.60123914, 114.1068236, 22.62223429
780, 113.94393647529519, 22.527054880053317, 113.9853128, 22.56103544
10866, 114.1055162, 22.59685098, 114.0669813, 22.53888678
10554, 113.8919984, 22.56474909, 113.8922981, 22.57494035
8089, 113.8577667, 22.58392266, 113.8544808, 22.58880407
7763, 114.2380233, 22.56195234, 113.859515, 22.73057783
13681, 113.8936399, 22.76805679, 113.916807, 22.72566634
7524, 114.0532281, 22.63081847, 114.3480704, 22.68461142
10186, 114.0423111, 22.69632602, 113.8564083, 22.58683717
12193, 114.2200589, 22.67903175, 114.1908585, 22.6355659
24486, 113.9243591, 22.73817724, 113.968556, 22.69827316
12791, 114.1125384, 22.59592024, 114.1011595, 22.56392718
5932, 113.8295056, 22.71524041, 113.9138098, 22.56441558
5592, 113.9183133, 22.49543257, 113.9098681, 22.49587042
25234, 113.9599038, 22.59036487, 113.9233533, 22.58496019
9076, 113.816067, 22.77399148, 113.8992632, 22.73667783
3835, 113.9126704, 22.50856739, 113.9127016, 22.50412355
14016, 114.0424233, 22.68753666, 114.0335776, 22.68570394
5978, 114.0339166, 22.527063, 114.3477684, 22.70603955
10118, 114.0229049, 22.7261621, 113.9316691, 22.49103627
7688, 113.9011316, 22.78291302, 113.8913435, 22.77628893
9199, 113.8143349, 22.69694457, 113.8847969, 22.71855789
7193, 114.047965, 22.51203568, 114.1051573, 22.54697228
13107, 114.0549424, 22.56614636, 114.0492451, 22.56662297
7170, 114.1366077, 22.63006688, 114.1450365, 22.62135987
22808, 113.8614431, 22.58873239, 113.8392275, 22.70940501
8735, 114.2657518, 22.75309329, 113.921526, 22.52603601
11727, 114.2587965, 22.73161223, 114.3477684, 22.70603955
11164, 113.8832089, 22.78014068, 113.8940732, 22.78790956
12125, 113.9188922, 22.57944395, 113.9233533, 22.58496019
26861, 114.0417678, 22.57489347, 114.0545666, 22.56753132
13618, 114.3246862, 22.68515792, 114.3537678, 22.72485176
24162, 114.116775, 22.57874888, 113.92438158580326, 22.583546595599756
14113, 113.8940988, 22.77962149, 114.1042953, 22.54730183
12867, 114.1782169, 22.65210551, 114.0416572, 22.55046084
11658, 113.8270988, 22.77309735, 114.3477684, 22.70603955
10734, 114.1378032, 22.67252639, 114.1222053, 22.69299894
13144, 114.1163164, 22.55172093, 114.1134928, 22.53948341
2686, 113.8854816, 22.58430443, 113.9167987, 22.5568068
4713, 114.0565727, 22.69299886, 114.0498383, 22.56662785
8268, 113.95262747803143, 22.550955222386104, 114.3480704, 22.68461142
12212, 114.248107, 22.5904246, 114.2482186, 22.597762
4001, 114.2044037, 22.65303021, 113.8320961, 22.73412313
9566, 114.0825265, 22.54407702, 114.0652063, 22.55518777
5338, 114.2096575, 22.69814443, 114.3381823, 22.71000433
14119, 113.8983364, 22.57014897, 113.8762965, 22.56386693
26714, 114.2324594, 22.72394251, 114.0272975, 22.74138882
4524, 114.0239956, 22.64331109, 113.9608013, 22.6869296
25, 114.3573882, 22.68876983, 114.3678612, 22.73955335
30522, 113.9479352, 22.56200681, 113.8341494, 22.62683087
10515, 114.0252775, 22.6568041, 113.9976651, 22.67571164
2232, 114.0421977, 22.61567768, 114.1215589, 22.60290088
2676, 113.8934253, 22.56998563, 113.931978, 22.6304777
8174, 114.0661529, 22.61863264, 114.0404748, 22.55677095
9867, 113.9395252, 22.74660296, 114.3559461, 22.72906025
9366, 114.1366077, 22.63006688, 114.1357787, 22.61047964
23355, 113.9213038, 22.5238211, 113.9138098, 22.56441558
14085, 114.0652493, 22.53848359, 113.9495485, 22.54063909
5007, 113.8361658, 22.64005263, 113.8141623, 22.77539065
26688, 114.1322741, 22.57814231, 114.1209736, 22.57481572
7171, 114.1366077, 22.63006688, 114.0638116, 22.62506178
28648, 114.0560703, 22.51722626, 114.0490229, 22.63510087
24632, 114.3840416, 22.71104477, 114.2837084, 22.66742362
11739, 113.9188922, 22.57944395, 114.3122933, 22.69246974
10807, 114.1720306, 22.64868879, 113.8585604, 22.58204183
6647, 114.0476951, 22.56807825, 114.0280747, 22.56038858
12583, 114.2325637, 22.56382751, 114.2360842, 22.55783509
643, 113.843812, 22.78331101, 114.1047132, 22.61694101
3992, 114.1314078, 22.61571589, 114.1761475, 22.63624062
14147, 114.1220831, 22.59238119, 114.1147587, 22.60458184
1365, 114.3246862, 22.68515792, 114.3324378, 22.69398811
4244, 113.8072593, 22.73892823, 114.0490229, 22.63510087
22402, 114.3084143, 22.69174742, 114.3065907, 22.67162813
28436, 114.2253701, 22.70516551, 114.2360842, 22.55783509
2583, 113.9360299, 22.74693106, 113.9219852, 22.5032761
8805, 114.0153588, 22.62734916, 113.9366485, 22.52943032
13403, 114.1149586, 22.53830507, 114.132336, 22.54514773
7133, 114.2492833, 22.72174575, 113.7942554, 22.72498335
